state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price,arrival_quantity
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-13,1365,1861,1592,251.51
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-14,1674,2115,1908,219.27
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-15,1783,2238,1936,209.0
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-16,1468,1988,1701,236.29
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-17,1579,2020,1857,202.53
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-18,2049,2486,2271,181.48
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-19,1350,1775,1541,268.78
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-20,1734,2176,1921,212.33
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-21,1468,1848,1685,223.71
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-22,1564,1934,1697,238.47
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-23,1519,1905,1695,255.43
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-24,1559,1917,1787,208.74
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-25,1493,1896,1614,252.59
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-26,1319,1816,1549,266.36
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-27,1582,1985,1706,231.03
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-28,1333,1604,1452,250.0
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-02-29,1503,1863,1625,225.01
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-01,1269,1663,1411,282.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-02,1438,1800,1563,236.21
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-03,1653,2073,1881,226.33
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-04,1437,1829,1563,261.07
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-05,1459,1822,1596,305.91
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-06,1528,1837,1659,248.47
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-07,1195,1432,1333,293.52
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-08,1635,2126,1873,183.42
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-09,1166,1529,1356,308.37
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-10,1302,1562,1447,283.86
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-11,1223,1561,1369,279.49
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-12,943,1135,1032,386.52
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-13,1056,1457,1239,317.89
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-14,1288,1589,1459,284.41
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-15,1134,1458,1269,302.26
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-16,1032,1282,1114,369.24
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-17,1643,2040,1859,228.5
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-18,1270,1615,1492,254.8
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-19,1226,1493,1381,298.37
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-20,609,788,705,546.34
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-21,1414,1688,1570,230.78
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-22,1357,1774,1524,238.3
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-23,921,1227,1076,374.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-24,1299,1591,1404,276.27
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-25,1300,1657,1466,251.56
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-26,1105,1394,1192,341.04
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-27,1078,1392,1260,304.95
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-28,939,1253,1093,375.05
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-29,1228,1565,1351,297.73
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-30,937,1194,1030,376.06
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-03-31,1159,1522,1317,302.44
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-01,1112,1352,1210,324.24
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-02,1117,1521,1301,316.58
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-03,1207,1611,1379,287.48
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-04,1107,1354,1195,329.43
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-05,858,1086,982,434.64
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-06,1215,1539,1330,309.62
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-07,1079,1427,1262,300.33
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-08,1083,1335,1233,318.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-09,1058,1271,1176,328.28
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-10,976,1323,1140,339.76
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-11,861,1184,1005,397.51
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-12,754,968,824,459.47
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-13,867,1075,950,413.64
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-14,1184,1550,1379,284.77
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-15,869,1101,1017,385.05
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-16,1023,1276,1125,339.59
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-17,911,1217,1044,385.34
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-18,941,1244,1100,360.19
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-19,956,1218,1062,380.35
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-20,1293,1686,1442,263.11
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-21,1393,1742,1597,235.84
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-22,554,667,618,632.89
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-23,972,1288,1111,384.58
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-24,818,1028,886,454.33
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-25,749,944,810,516.36
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-26,1170,1368,1259,307.5
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-27,685,859,739,556.17
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-28,1040,1295,1177,355.02
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-29,911,1173,999,397.1
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-04-30,858,1050,968,418.43
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-01,931,1226,1072,377.12
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-02,667,888,776,529.47
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-03,1189,1551,1333,298.81
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-04,1313,1590,1427,303.84
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-05,1202,1450,1326,319.17
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-06,1060,1345,1203,302.8
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-07,906,1176,1017,400.14
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-08,1253,1601,1363,269.83
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-09,680,903,767,515.46
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-10,636,774,706,559.57
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-11,993,1273,1149,330.55
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-12,1108,1336,1227,337.07
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-13,820,1025,949,405.39
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-14,937,1200,1081,350.8
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-15,1246,1691,1460,271.76
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-16,908,1156,987,404.43
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-17,1006,1268,1100,356.69
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-18,908,1159,1032,375.08
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-19,898,1166,1012,411.81
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-20,1066,1351,1197,335.5
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-21,1007,1237,1128,336.73
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-22,872,1132,1024,365.38
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-23,904,1229,1052,360.2
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-24,1353,1667,1482,280.43
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-25,1078,1385,1202,316.53
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-26,1013,1289,1161,338.23
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-27,1163,1560,1324,327.73
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-28,830,1051,967,417.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-29,962,1225,1112,348.81
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-30,1103,1471,1249,304.59
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-05-31,1121,1409,1209,313.93
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-01,1002,1327,1160,352.71
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-02,1293,1588,1443,285.7
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-03,979,1249,1118,362.76
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-04,865,1145,1007,393.97
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-05,1231,1604,1428,252.39
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-06,1060,1312,1209,328.25
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-07,1324,1741,1521,251.7
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-08,1286,1616,1449,294.92
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-09,1486,1908,1622,241.1
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-10,1294,1525,1399,274.0
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-11,1265,1642,1412,278.12
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-12,1275,1602,1472,262.84
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-13,1352,1688,1497,258.21
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-14,1408,1853,1598,242.92
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-15,967,1202,1090,348.18
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-16,1412,1901,1626,268.69
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-17,1465,1808,1588,216.2
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-18,1067,1434,1239,336.77
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-19,1507,1891,1635,276.26
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-20,1267,1677,1456,259.23
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-21,1428,1829,1568,245.39
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-22,1511,2046,1759,217.48
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-23,1545,1837,1691,219.5
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-24,1537,1931,1693,220.07
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-25,1478,1883,1699,261.23
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-26,1173,1553,1323,321.76
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-27,1524,1946,1711,214.56
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-28,1539,1990,1699,243.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-29,1393,1768,1555,261.73
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-06-30,1991,2523,2153,176.26
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-01,1400,1752,1507,260.89
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-02,1583,1965,1764,240.9
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-03,1595,1868,1745,220.53
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-04,1438,1886,1610,221.14
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-05,1435,1768,1579,231.37
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-06,1537,1943,1784,199.43
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-07,1399,1681,1515,260.57
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-08,1832,2461,2153,200.83
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-09,1578,2173,1842,198.39
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-10,2031,2736,2374,167.7
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-11,1703,2145,1966,199.26
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-12,1741,2095,1945,195.45
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-13,1717,2153,1925,228.27
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-14,2040,2579,2366,136.27
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-15,1541,1905,1709,220.05
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-16,1876,2409,2201,198.99
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-17,1859,2361,2183,164.47
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-18,1786,2170,1980,207.34
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-19,1863,2389,2052,187.36
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-20,1853,2241,2051,210.47
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-21,2037,2583,2393,160.84
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-22,1914,2530,2166,164.06
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-23,1815,2317,2084,205.75
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-24,1727,2140,1919,215.45
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-25,1613,2168,1846,239.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-26,1970,2408,2143,190.77
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-27,2018,2448,2283,175.71
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-28,2242,2734,2489,133.45
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-29,2122,2577,2285,170.54
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-30,1898,2609,2229,165.98
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-07-31,2077,2694,2382,151.57
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-01,2212,2735,2553,162.2
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-02,2187,2784,2435,177.37
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-03,1853,2234,2078,171.37
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-04,2291,3039,2674,137.21
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-05,2000,2541,2291,151.75
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-06,2057,2578,2297,188.2
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-07,2346,2824,2582,156.14
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-08,2144,2737,2410,166.15
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-09,2353,2956,2741,133.93
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-10,2307,2849,2549,181.92
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-11,2608,3271,2853,130.36
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-12,2336,2871,2658,125.43
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-13,2251,2940,2603,161.44
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-14,2474,3090,2705,155.55
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-15,2442,3155,2807,147.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-16,2381,3119,2754,146.91
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-17,2312,2944,2502,174.07
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-18,2627,3325,2859,148.73
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-19,2435,3242,2855,130.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-20,2292,3069,2677,143.29
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-21,2567,3315,3001,118.54
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-22,2675,3479,3055,132.57
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-23,2485,3069,2861,151.76
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-24,2634,3296,2847,155.08
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-25,2583,3312,2908,157.32
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-26,2420,3153,2739,166.38
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-27,2470,3098,2812,136.6
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-28,2326,2922,2726,133.75
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-29,2570,3340,2918,139.22
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-30,2888,3499,3120,123.71
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-08-31,2563,3021,2758,149.32
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-01,2838,3557,3158,132.78
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-02,2455,3086,2830,131.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-03,2476,3409,2897,154.53
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-04,2975,3571,3285,111.99
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-05,2557,3326,2946,143.91
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-06,2864,3897,3341,145.47
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-07,2734,3488,2968,127.61
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-08,2974,3726,3296,125.16
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-09,2664,3326,3028,118.8
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-10,2672,3414,3120,153.84
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-11,2798,3427,3048,133.28
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-12,3308,4002,3611,101.7
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-13,2870,3843,3294,147.92
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-14,3022,3837,3292,136.92
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-15,3168,4003,3497,120.85
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-16,2943,3981,3412,125.79
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-17,2803,3682,3197,126.07
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-18,3031,3723,3307,113.85
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-19,2961,3612,3288,121.13
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-20,3087,3660,3383,149.5
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-21,3081,3682,3324,142.8
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-22,3047,4166,3551,114.32
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-23,2773,3642,3173,127.71
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-24,2931,3801,3339,108.1
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-25,2938,3461,3226,128.41
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-26,3275,4051,3620,108.41
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-27,2665,3574,3088,95.26
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-28,2721,3636,3176,135.31
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-29,3046,3574,3289,133.49
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-09-30,3046,3930,3447,113.39
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-01,2893,3473,3115,116.75
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-02,2909,3601,3355,123.31
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-03,2925,3570,3182,146.11
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-04,3171,4045,3478,120.71
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-05,3046,3800,3540,131.8
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-06,3306,4063,3618,120.09
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-07,2830,3673,3268,148.19
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-08,3024,4017,3470,103.91
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-09,2871,3637,3374,89.02
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-10,3034,3724,3379,80.84
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-11,3292,3876,3608,116.14
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-12,2868,3888,3299,119.32
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-13,3263,4162,3628,91.78
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-14,2974,3825,3394,117.08
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-15,2937,3715,3444,104.75
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-16,2966,3796,3313,115.31
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-17,2931,3672,3395,125.23
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-18,3200,4402,3753,119.39
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-19,3187,4098,3515,102.96
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-20,3350,4429,3819,113.22
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-21,3277,4219,3698,110.05
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-22,3277,4119,3826,106.47
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-23,3125,3718,3398,109.28
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-24,3260,4062,3611,101.06
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-25,3325,4517,3829,109.97
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-26,3053,4037,3526,114.11
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-27,3332,4168,3624,84.24
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-28,2969,3758,3383,140.67
Maharashtra,Pune,Pune,Tomato,Hybrid,2024-10-29,3152,4094,3561,126.91
